year,austria,belgium,denmark,finland,france,germany,greece,ireland,italy,luxembourg,netherlands,portugal,spain,sweden,united_kingdom_note_1,bulgaria,croatia,cyprus,czechia,estonia,hungary,latvia,lithuania,malta,poland,romania,slovakia,slovenia,uk_rank_in_eu14_plus_uk,uk_rank_in_eu27_plus_uk,currency,unit,gbp_to_usd_rate
2507.5,44.925,43.6875,46.625,40.775,42.7375,42.5375,48.05,41.475,47.3625,46.25,48.625,47.199999999999996,45.9375,43.637499999999996,43.375,,,46.9375,42.487500000000004,42.1875,43.012499999999996,45.6625,45.4625,56.65,44.25,,43.375,43.875,6.25,10.0,USD,USD per litre (converted from GBP),1.25
2507.5,45.425000000000004,47.15,45.975,46.75,42.212500000000006,43.6625,47.65,44.5125,46.9125,48.25,50.45,46.224999999999994,45.4,43.737500000000004,42.512499999999996,,,46.9625,42.8125,40.3875,43.7875,45.737500000000004,45.012499999999996,57.2625,43.275,,42.9625,42.9625,2.5,3.75,USD,USD per litre (converted from GBP),1.25
2507.5,46.262499999999996,49.5375,49.400000000000006,48.2,44.5,45.7,50.4375,44.825,50.7875,50.025000000000006,53.7875,48.575,48.8125,47.35,44.087500000000006,,,49.487500000000004,44.725,44.5375,46.275000000000006,45.925000000000004,47.05,57.599999999999994,45.5375,,44.925,43.7125,1.25,2.5,USD,USD per litre (converted from GBP),1.25
2507.5,48.025000000000006,46.5,44.825,42.1375,43.825,45.2375,50.85,44.9375,50.0375,49.425,51.475,49.375,47.599999999999994,42.512499999999996,45.025000000000006,,,51.0125,44.574999999999996,44.8625,46.2875,45.5,45.275,56.224999999999994,47.9375,,45.099999999999994,46.1125,7.5,10.0,USD,USD per litre (converted from GBP),1.25
2507.5,39.8625,38.8625,36.925,40.35,34.125,35.7875,39.6625,46.9375,40.4,38.925,40.824999999999996,43.5625,38.824999999999996,32.4625,36.175000000000004,,,41.349999999999994,41.1625,34.162499999999994,39.175,38.050000000000004,36.25,55.625,44.45,,38.4,42.8875,5.0,6.25,USD,USD per litre (converted from GBP),1.25
2507.5,36.375,32.599999999999994,33.3125,36.675,31.85,33.1125,36.949999999999996,42.074999999999996,38.050000000000004,36.525,38.35,38.1375,35.8125,31.462500000000002,32.3375,,,38.4625,36.75,30.724999999999998,36.4375,35.775,34.9625,50.8,38.525,,36.2625,33.512499999999996,3.75,5.0,USD,USD per litre (converted from GBP),1.25
2507.5,35.45,30.025,36.7,36.1,31.7,31.8,37.125,36.425,38.1125,36.3625,38.7375,36.974999999999994,35.0625,31.2875,31.95,,,38.0375,35.425,32.4375,35.4875,33.1625,34.5375,44.725,36.525,,35.25,34.025,6.25,6.25,USD,USD per litre (converted from GBP),1.25
2507.5,35.2,36.825,37.325,35.925,32.2375,32.1875,37.5,34.300000000000004,37.95,37.5625,39.7,37.325,35.6625,32.65,32.7875,,,38.2875,34.65,33.525,36.0625,34.0125,34.65,44.587500000000006,33.7375,,35.4375,34.225,5.0,5.0,USD,USD per litre (converted from GBP),1.25
2508.75,32.725,32.9375,32.712500000000006,30.5125,31.9375,29.4375,35.2625,33.9,36.4125,34.1875,38.1125,36.3,33.849999999999994,29.1,32.025,,,36.7375,32.6875,30.887500000000003,34.2125,34.2375,31.8375,43.7125,28.737499999999997,,33.55,33.875,6.25,10.0,USD,USD per litre (converted from GBP),1.25
2508.75,33.849999999999994,34.587500000000006,35.387499999999996,33.337500000000006,32.15,31.924999999999997,35.2625,34.2,36.3375,36.0,40.099999999999994,34.95,34.7125,31.549999999999997,31.237499999999997,,,36.05,30.425,32.225,33.875,32.5375,32.825,44.2,30.3375,,33.2625,30.85,1.25,5.0,USD,USD per litre (converted from GBP),1.25
2508.75,37.525,38.8125,40.0375,38.4375,36.949999999999996,36.175000000000004,38.725,33.849999999999994,40.112500000000004,40.9,45.85,39.15,39.4375,36.8125,33.6,,,39.7375,34.0875,36.7,38.6625,36.5875,38.1125,45.287499999999994,35.65,,36.8125,34.6,1.25,1.25,USD,USD per litre (converted from GBP),1.25
2508.75,39.9625,41.625,43.112500000000004,42.025,39.75,37.912499999999994,43.075,36.4375,42.487500000000004,44.425,48.575,42.6875,42.074999999999996,39.2125,37.35,,,44.2875,37.825,38.5625,41.6125,39.4125,40.912499999999994,45.1875,40.7125,,40.35,40.125,2.5,2.5,USD,USD per litre (converted from GBP),1.25
2508.75,42.8125,42.699999999999996,46.125,41.2125,42.1875,43.2625,46.5125,40.5375,45.337500000000006,46.6875,51.75,46.550000000000004,44.45,41.625,40.675,,,45.7,40.575,42.9,43.550000000000004,44.074999999999996,44.525,45.4375,43.2125,,41.425,43.9875,2.5,3.75,USD,USD per litre (converted from GBP),1.25
2508.75,43.9375,43.0375,46.262499999999996,43.3,41.762499999999996,43.475,45.675,43.2,47.15,46.349999999999994,50.85,46.537499999999994,45.175,41.6875,42.162499999999994,,,49.037499999999994,40.8,42.25,44.987500000000004,42.837500000000006,42.400000000000006,49.9125,43.925,,41.775000000000006,44.025,3.75,6.25,USD,USD per litre (converted from GBP),1.25
2508.75,44.087500000000006,44.9375,45.75,43.6625,42.800000000000004,43.5875,46.2,44.6875,48.075,47.699999999999996,50.5875,46.275000000000006,45.25,41.5125,41.7375,,,48.412499999999994,42.074999999999996,42.699999999999996,46.0625,43.2,44.6375,51.1,44.4625,,43.0,43.125,2.5,2.5,USD,USD per litre (converted from GBP),1.25
2508.75,42.55,42.0,41.0,40.9375,38.975,39.762499999999996,44.225,44.7625,44.162499999999994,43.3625,48.25,44.125,42.599999999999994,36.125,41.375,,,46.375,42.1875,38.3875,44.162499999999994,42.525000000000006,39.7125,51.1875,43.012499999999996,,42.325,40.6625,7.5,11.25,USD,USD per litre (converted from GBP),1.25
2508.75,45.612500000000004,44.8375,44.2,43.9375,40.3625,42.474999999999994,45.1375,45.8625,45.612500000000004,44.275000000000006,49.9375,44.725,44.2375,39.375,40.0375,,,46.0125,42.9625,40.612500000000004,43.462500000000006,40.912499999999994,42.699999999999996,52.599999999999994,43.0375,,42.325,41.449999999999996,2.5,2.5,USD,USD per litre (converted from GBP),1.25
2508.75,41.462500000000006,43.6125,44.175000000000004,42.612500000000004,40.012499999999996,40.55,44.725,44.162499999999994,46.1,44.587500000000006,48.962500000000006,44.3375,43.7875,38.0625,40.287499999999994,,,46.349999999999994,42.75,37.5625,44.55,41.5125,39.275000000000006,51.6,43.425000000000004,,42.824999999999996,40.45,3.75,6.25,USD,USD per litre (converted from GBP),1.25
2508.75,48.650000000000006,49.325,50.125,43.8875,45.9875,49.5125,49.474999999999994,43.475,49.875,50.199999999999996,54.3,46.7375,46.974999999999994,43.949999999999996,43.9375,,,49.425,46.775000000000006,43.2125,46.050000000000004,46.25,46.1875,53.2,47.025,,44.3,44.3375,3.75,5.0,USD,USD per litre (converted from GBP),1.25
2508.75,46.6875,46.987500000000004,48.9875,46.5125,44.9125,43.3,48.962500000000006,48.025000000000006,50.6875,47.675,51.925,48.637499999999996,47.925000000000004,42.3625,46.2125,,,50.637499999999996,47.912499999999994,44.6125,46.862500000000004,46.4875,45.8125,54.775,47.425,,45.15,45.8875,5.0,10.0,USD,USD per litre (converted from GBP),1.25
2510.0,49.325,48.862500000000004,51.5625,49.2875,51.6,48.324999999999996,54.5375,51.137499999999996,55.0375,53.9875,56.900000000000006,54.362500000000004,52.400000000000006,44.699999999999996,47.387499999999996,45.075,,55.125,53.2125,47.325,51.7125,55.324999999999996,51.95,58.337500000000006,49.775,46.2875,49.425,49.4125,2.5,6.25,USD,USD per litre (converted from GBP),1.25
2510.0,50.412499999999994,52.4125,52.65,55.225,49.45,47.95,52.1,51.1125,53.949999999999996,52.162499999999994,59.7375,50.5,51.725,47.4125,47.175000000000004,45.9375,,51.95,51.037499999999994,46.0625,49.3375,52.287499999999994,50.300000000000004,57.5875,47.05,49.1875,48.9125,46.2125,1.25,6.25,USD,USD per litre (converted from GBP),1.25
2510.0,54.349999999999994,55.5875,54.675000000000004,53.3125,52.8875,53.862500000000004,56.9375,51.1625,58.0,56.075,61.1875,55.8875,55.6875,47.5,50.212500000000006,48.112500000000004,,57.474999999999994,55.012499999999996,52.087500000000006,54.4375,57.0,53.925,60.3125,52.5,53.237500000000004,52.675,51.3375,2.5,3.75,USD,USD per litre (converted from GBP),1.25
2510.0,54.45,55.3875,56.125,54.725,54.712500000000006,53.012499999999996,58.275,53.9,60.212500000000006,58.5625,64.2375,57.199999999999996,56.625,49.474999999999994,51.4875,49.8625,,58.475,56.137499999999996,52.95,55.775,57.95,56.8,61.3,54.375,56.425,53.8125,53.0875,2.5,3.75,USD,USD per litre (converted from GBP),1.25
2510.0,58.150000000000006,59.699999999999996,61.550000000000004,58.925,56.9375,54.95,61.875,54.625,64.2875,62.9,68.625,59.574999999999996,60.675,55.4375,56.95,54.349999999999994,,60.5375,57.75,55.412499999999994,57.800000000000004,59.65,59.95,60.55,56.4125,59.7375,55.5375,56.137499999999996,6.25,12.5,USD,USD per litre (converted from GBP),1.25
2510.0,62.5375,66.5375,66.5125,63.9125,63.25,60.925000000000004,68.2625,57.0375,69.53750000000001,67.66250000000001,73.575,64.2875,66.08749999999999,60.0375,62.26462765957446,60.5375,,67.96249999999999,64.22500000000001,61.325,60.675,63.525,64.53750000000001,60.425000000000004,61.4375,60.9875,61.0125,62.0125,5.0,15.0,USD,USD per litre (converted from GBP),1.25
2510.0,60.6875,69.17500000000001,67.1375,64.7375,63.449999999999996,63.7,70.42500000000001,62.8125,71.075,68.5375,75.0375,68.5375,69.1125,60.8875,64.125,61.1125,,70.0375,66.98750000000001,63.925,67.7625,66.39999999999999,65.78750000000001,70.2375,67.6,66.325,63.762499999999996,65.3125,7.5,11.25,USD,USD per litre (converted from GBP),1.25
2510.0,56.525,61.25,60.975,64.6625,56.987500000000004,54.3375,63.150000000000006,64.5875,63.35,60.7,66.8625,61.95,61.1,54.1875,56.275000000000006,53.337500000000006,,64.3375,58.412499999999994,59.75,59.875,61.4125,58.475,69.4125,60.099999999999994,59.974999999999994,61.125,57.3125,3.75,5.0,USD,USD per litre (converted from GBP),1.25
2510.0,56.037499999999994,62.4125,64.0,63.475,58.237500000000004,54.8625,63.675,65.075,63.4875,61.4875,67.1125,62.474999999999994,60.7875,57.575,56.530587499999996,56.8375,,63.7,58.6625,57.9,60.1875,61.762499999999996,59.925,69.925,57.1875,58.4,59.825,58.737500000000004,3.75,3.75,USD,USD per litre (converted from GBP),1.25
2510.0,48.150000000000006,53.3125,50.912499999999994,59.3,50.6875,47.287499999999994,57.3125,60.075,55.199999999999996,53.9875,52.787499999999994,56.849999999999994,54.050000000000004,43.275,49.8625,45.975,,56.275000000000006,54.6375,48.537499999999994,53.675,57.175000000000004,53.675,69.17500000000001,51.7375,53.9875,56.5625,53.6,5.0,7.5,USD,USD per litre (converted from GBP),1.25
2510.0,41.050000000000004,42.975,41.7,52.3625,39.8875,35.837500000000006,45.3875,56.2875,46.2125,42.512499999999996,44.625,46.9125,43.0875,34.9625,37.75398936170213,39.4125,,47.300000000000004,42.975,42.6375,43.112500000000004,46.725,41.175,68.3625,43.9125,46.762499999999996,46.0125,44.6375,3.75,3.75,USD,USD per litre (converted from GBP),1.25
2510.0,30.6,41.4875,37.2,38.1625,33.7125,29.4875,39.2875,50.199999999999996,41.0125,37.15,39.75,40.2625,37.6375,28.375,31.237499999999997,33.050000000000004,,41.125,35.3375,38.4125,37.0375,43.4375,35.925,72.4875,35.575,39.15,36.8375,37.125,5.0,5.0,USD,USD per litre (converted from GBP),1.25
2511.25,33.2625,36.2125,38.175,38.1625,35.5125,35.25,37.2125,39.9125,40.6875,36.875,42.3125,33.0375,38.125,29.4625,28.399456521739147,33.1375,,37.675,29.2875,32.3875,33.45,37.375,37.599999999999994,55.300000000000004,29.0375,29.849999999999998,34.6875,32.087500000000006,1.25,1.25,USD,USD per litre (converted from GBP),1.25
2511.25,36.575,42.287499999999994,46.525,41.974999999999994,39.300000000000004,38.1125,42.8125,33.575,42.6625,44.050000000000004,42.199999999999996,41.525,43.3125,34.725,31.725543478260864,37.3875,,43.425000000000004,34.8625,36.9875,38.199999999999996,33.7875,40.0375,55.225,35.2,39.3375,35.4875,38.6,1.25,1.25,USD,USD per litre (converted from GBP),1.25
2511.25,35.5375,43.975,43.0375,36.150000000000006,38.95,37.5375,43.324999999999996,36.65,46.8125,41.1125,41.4,43.7875,43.0625,35.525000000000006,32.44293478260869,36.7125,,44.225,42.087500000000006,38.0125,42.5375,41.675000000000004,40.949999999999996,54.887499999999996,38.3125,40.324999999999996,38.2625,38.8875,1.25,1.25,USD,USD per litre (converted from GBP),1.25
2511.25,38.4,44.787499999999994,49.400000000000006,44.3,41.7875,41.175,45.1375,38.35,48.137499999999996,44.8125,44.587500000000006,45.8625,46.0875,40.324999999999996,34.0125,38.8875,,47.0,41.275000000000006,41.537499999999994,42.1125,42.1125,42.387499999999996,54.925,39.2375,42.525000000000006,40.4375,40.912499999999994,1.25,1.25,USD,USD per litre (converted from GBP),1.25
2511.25,42.599999999999994,45.425000000000004,53.2875,46.900000000000006,44.587500000000006,46.037499999999994,48.075,43.150000000000006,51.224999999999994,49.4625,50.35,48.525,48.5625,45.275,37.675543478260884,43.4875,,48.537499999999994,45.4,43.075,45.287499999999994,45.0,47.175000000000004,54.487500000000004,42.3625,45.025000000000006,43.3625,41.875,1.25,1.25,USD,USD per litre (converted from GBP),1.25
2511.25,47.599999999999994,48.949999999999996,56.9625,53.949999999999996,48.4875,51.0,51.925,41.425,55.45,52.625,54.037499999999994,52.4625,51.95,48.012499999999996,42.925000000000004,46.3,,53.6125,48.625,46.4125,49.974999999999994,50.3875,50.7625,52.3125,45.412499999999994,46.550000000000004,45.8125,46.462500000000006,2.5,2.5,USD,USD per litre (converted from GBP),1.25
2511.25,44.9625,42.675,50.075,53.4875,45.45,44.3375,51.725,47.6375,52.675,51.349999999999994,46.775000000000006,52.199999999999996,50.724999999999994,41.150000000000006,43.83858695652176,44.65,,55.0375,51.7,44.125,49.349999999999994,52.45,46.925,63.675,51.675000000000004,47.6375,51.025,49.95,3.75,3.75,USD,USD per litre (converted from GBP),1.25
2511.25,48.6625,55.324999999999996,56.3,56.8125,49.85,51.862500000000004,55.5,50.4,56.362500000000004,54.262499999999996,52.225,55.5,55.0875,45.625,45.0625,47.5375,,57.287499999999994,53.575,48.137499999999996,51.95,50.2375,52.0,62.400000000000006,50.912499999999994,51.65,51.550000000000004,50.212500000000006,1.25,1.25,USD,USD per litre (converted from GBP),1.25
2511.25,46.6375,50.175,52.8625,51.525,47.4375,48.762499999999996,53.2125,50.425000000000004,54.325,50.8,48.675,53.150000000000006,51.95,43.1625,44.86032608695653,44.2125,,55.05,52.5875,48.7875,50.2375,51.0125,48.5625,63.575,50.337500000000006,51.974999999999994,51.862500000000004,48.4875,2.5,3.75,USD,USD per litre (converted from GBP),1.25
2511.25,45.337500000000006,47.875,54.987500000000004,52.0,48.112500000000004,47.6625,53.0875,54.800000000000004,55.837500000000006,51.7,51.1,53.412499999999994,53.462500000000006,44.775,43.392934782608705,45.8125,,54.525,50.7625,49.349999999999994,51.5125,50.225,50.525000000000006,65.525,49.9625,50.4875,52.912499999999994,47.787499999999994,1.25,1.25,USD,USD per litre (converted from GBP),1.25
2511.25,49.349999999999994,49.974999999999994,56.6,50.625,50.4875,49.925,55.075,50.599999999999994,56.475,53.925,53.0375,55.412499999999994,54.425,46.0,47.45007826086959,46.95,,55.225,53.75,49.5,54.25,51.4875,51.9375,62.824999999999996,51.537499999999994,51.974999999999994,53.737500000000004,51.037499999999994,2.5,3.75,USD,USD per litre (converted from GBP),1.25
2511.25,48.4375,49.4625,55.025000000000006,52.787499999999994,50.0875,47.4125,54.5,52.599999999999994,55.675,50.975,51.862500000000004,55.199999999999996,53.775000000000006,43.8125,47.341250000000024,47.025,,57.3125,52.8625,51.224999999999994,52.400000000000006,49.974999999999994,50.675,64.17500000000001,49.6125,52.925000000000004,53.8,50.4375,2.5,3.75,USD,USD per litre (converted from GBP),1.25
2512.5,50.8875,52.9375,59.2375,56.0,53.5125,52.400000000000006,56.849999999999994,55.9875,58.550000000000004,55.412499999999994,53.6125,57.85,56.675000000000004,48.537499999999994,48.36764680851063,49.75,,54.1375,55.199999999999996,52.0125,53.8375,53.8,55.425000000000004,55.225,52.487500000000004,53.9375,52.087500000000006,52.275,1.25,1.25,USD,USD per litre (converted from GBP),1.25
2512.5,45.949999999999996,49.699999999999996,58.075,55.3875,51.825,47.400000000000006,54.775,55.2375,56.95,53.7125,51.25,55.4375,55.4,48.125,48.53478191489362,48.025000000000006,,57.05,52.300000000000004,51.3375,52.6875,53.075,53.875,58.150000000000006,50.8875,53.0875,51.375,51.037499999999994,5.0,6.25,USD,USD per litre (converted from GBP),1.25
2512.5,56.849999999999994,63.449999999999996,67.575,57.95,59.787499999999994,62.375,62.6625,53.475,65.1,62.837500000000006,62.0,63.4,63.75,56.050000000000004,52.60160425531915,56.7375,,62.9875,59.6125,56.0125,60.824999999999996,55.5,59.487500000000004,60.0625,57.225,59.474999999999994,58.7,57.3625,1.25,1.25,USD,USD per litre (converted from GBP),1.25
2512.5,59.0125,66.975,66.9,62.074999999999996,60.775,59.4375,62.925000000000004,54.387499999999996,65.8,64.025,61.3,64.57499999999999,64.55,57.225,55.962491489361724,57.5875,,64.17500000000001,60.1375,57.425,60.9375,59.3,60.075,63.825,58.675,59.85,58.650000000000006,58.449999999999996,2.5,2.5,USD,USD per litre (converted from GBP),1.25
2512.5,57.1125,63.675,65.5625,62.925000000000004,57.925000000000004,57.3375,61.8,56.425,63.962500000000006,61.6875,60.05,62.6875,62.25,55.4,57.42652872340425,55.112500000000004,,63.4875,59.65,56.5625,58.4375,58.275,60.824999999999996,63.675,58.05,58.05,59.9125,57.6375,6.25,8.75,USD,USD per litre (converted from GBP),1.25
2512.5,54.3375,60.0375,63.25,61.9625,54.325,56.9125,57.0375,56.525,60.525000000000006,57.425,56.925,59.15,59.050000000000004,53.575,53.72619787234042,53.150000000000006,,59.4625,58.1625,53.324999999999996,55.925000000000004,54.525,57.85,61.849999999999994,54.4625,55.9375,57.05,52.95,2.5,6.25,USD,USD per litre (converted from GBP),1.25
2512.5,52.787499999999994,61.050000000000004,60.599999999999994,58.6875,53.112500000000004,53.337500000000006,57.25,56.2875,60.599999999999994,56.4,55.55,58.462500000000006,57.7375,51.475,53.2187021276596,53.075,,60.45,59.1125,51.4375,56.7125,57.325,58.3875,62.25,56.0625,54.974999999999994,58.224999999999994,55.475,5.0,7.5,USD,USD per litre (converted from GBP),1.25
2512.5,52.3375,56.537499999999994,59.2125,57.9625,52.474999999999994,50.475,55.7,55.35,58.9375,55.375,54.1875,57.400000000000006,56.2875,48.6875,52.124367021276605,52.1125,,58.762499999999996,56.550000000000004,51.2125,54.95,55.4625,56.449999999999996,61.125,53.224999999999994,51.9375,56.65,52.325,3.75,7.5,USD,USD per litre (converted from GBP),1.25
2512.5,53.412499999999994,55.4375,60.75,58.962500000000006,52.325,53.275,55.012499999999996,55.175,59.074999999999996,56.2125,55.912499999999994,57.074999999999996,57.175000000000004,53.2125,50.44289680851062,53.550000000000004,,57.2375,56.362500000000004,51.7125,54.875,54.9125,56.8375,60.112500000000004,53.4,54.375,55.6875,51.762499999999996,1.25,1.25,USD,USD per litre (converted from GBP),1.25
2512.5,55.650000000000006,58.6875,61.95,61.537499999999994,55.9,55.1375,57.525000000000006,57.325,61.7375,58.4875,56.7125,59.0625,60.475,54.050000000000004,51.94559148936169,54.225,,60.212500000000006,58.775000000000006,54.4375,58.537499999999994,58.775000000000006,59.037499999999994,62.325,56.25,57.6625,58.775000000000006,53.8375,1.25,1.25,USD,USD per litre (converted from GBP),1.25
2512.5,54.925,57.45,64.2375,59.225,55.8125,55.2375,57.6375,55.1375,62.2375,57.6375,57.925000000000004,59.0,60.775,54.125,53.54106489361701,54.25,,60.300000000000004,57.287499999999994,53.8875,56.375,57.837500000000006,55.225,60.724999999999994,54.800000000000004,55.5625,57.875,54.0,1.25,1.25,USD,USD per litre (converted from GBP),1.25
2512.5,59.85,62.875,68.5625,62.7375,60.375,60.099999999999994,62.9375,55.4,65.2625,64.2375,62.6875,64.125,64.5125,58.849999999999994,56.63137340425534,58.775000000000006,,61.7125,61.574999999999996,58.175,61.224999999999994,61.449999999999996,62.2375,64.0125,58.537499999999994,60.650000000000006,59.887499999999996,55.85,2.5,3.75,USD,USD per litre (converted from GBP),1.25
2513.75,57.824999999999996,67.15,70.525,65.45,64.825,62.4625,66.2875,56.7125,68.7,65.2625,65.6875,66.7,67.6,61.237500000000004,59.15178739614936,63.537499999999994,,66.67500000000001,65.3,62.162499999999994,64.5625,64.6625,63.925,66.975,61.6875,60.612500000000004,60.612500000000004,61.0125,3.75,3.75,USD,USD per litre (converted from GBP),1.25
2513.75,58.2625,65.6375,69.6625,63.475,63.8,60.625,65.875,64.52499999999999,69.0625,64.35,64.075,65.8125,66.6375,61.6875,60.02717218884463,60.9875,,69.0125,64.7375,60.962500000000006,64.57499999999999,63.5125,64.025,67.2875,59.175000000000004,60.0,62.55,60.7875,2.5,5.0,USD,USD per litre (converted from GBP),1.25
2513.75,65.925,77.175,79.57499999999999,72.8875,71.2375,77.15,73.4375,68.3,77.0875,73.4,71.5125,74.0,73.58749999999999,69.35,63.700402018519625,67.4625,,74.2875,69.925,66.8125,70.6375,71.175,72.2125,72.1125,64.5,67.775,66.825,68.4,1.25,1.25,USD,USD per litre (converted from GBP),1.25
2513.75,69.6,79.975,83.9375,75.19999999999999,74.0625,82.05,77.1375,73.3875,79.45,77.5125,76.8,78.1125,78.2125,73.94999999999999,67.91896426942677,66.6875,,78.175,74.9,68.7125,75.3,75.5375,75.8375,76.7875,69.7875,70.9875,71.75,70.51249999999999,1.25,2.5,USD,USD per litre (converted from GBP),1.25
2513.75,70.4875,76.05000000000001,81.6,75.3875,73.8125,70.4,76.7,74.1375,78.63749999999999,75.8375,75.9125,78.28750000000001,76.05000000000001,71.475,69.96465112128965,67.97500000000001,,77.61250000000001,73.925,66.5,75.0,74.5875,73.875,76.35,70.2625,71.775,72.97500000000001,74.025,1.25,3.75,USD,USD per litre (converted from GBP),1.25
2513.75,68.3875,74.9375,80.8,74.5625,70.75,68.925,74.625,77.375,77.5125,73.94999999999999,72.825,75.525,74.2875,69.3,68.77577739277854,66.075,,75.8375,74.125,65.1875,74.9125,72.8875,72.92500000000001,79.8625,69.6875,71.375,72.3625,70.875,2.5,5.0,USD,USD per litre (converted from GBP),1.25
2513.75,68.625,75.025,82.47500000000001,74.825,71.8375,69.35,75.51249999999999,75.1875,77.675,74.52499999999999,74.5875,76.13749999999999,77.1625,71.525,68.29804703765393,71.2125,,74.375,71.9125,65.1875,71.0,72.2,73.725,77.33749999999999,67.6375,69.85000000000001,69.57499999999999,69.0,1.25,3.75,USD,USD per litre (converted from GBP),1.25
2513.75,65.5625,71.5,77.225,72.9125,68.8375,64.9,73.675,72.97500000000001,75.8125,70.0,69.125,72.625,73.01249999999999,67.675,68.54763126326013,67.0,,76.2875,70.77499999999999,67.1375,72.4875,70.9625,72.45,81.0875,64.57499999999999,70.73750000000001,70.3375,71.8375,5.0,8.75,USD,USD per litre (converted from GBP),1.25
2513.75,68.7625,73.2625,81.8125,72.66250000000001,71.8125,70.125,74.83749999999999,73.8875,76.575,74.9375,74.5625,75.525,76.0125,71.08749999999999,67.92700216128331,67.8375,,76.5625,70.6,67.8875,70.8875,70.525,72.6875,77.1,61.3125,69.0,68.35,69.625,1.25,5.0,USD,USD per litre (converted from GBP),1.25
2513.75,67.05,76.44999999999999,79.5125,73.475,70.4875,70.975,74.0375,75.075,76.4875,73.1625,71.5375,73.3625,74.7875,68.05,67.10986482065314,68.925,,73.9625,71.05000000000001,69.075,72.1125,72.725,74.22500000000001,79.26249999999999,65.42500000000001,69.375,71.0,68.89999999999999,2.5,3.75,USD,USD per litre (converted from GBP),1.25
2513.75,66.6125,67.5625,76.2375,71.05000000000001,68.675,64.6125,71.36250000000001,73.58749999999999,74.5125,69.6125,69.125,71.6375,71.44999999999999,65.6,66.28717617928737,65.47500000000001,,75.3,67.4875,67.61250000000001,66.3125,70.525,70.0875,77.6875,66.25,67.1875,69.675,67.8375,3.75,6.25,USD,USD per litre (converted from GBP),1.25
2513.75,63.825,67.9125,73.025,68.01249999999999,66.6875,64.4125,68.94999999999999,70.8,71.8875,68.1875,67.275,69.2875,69.35,63.5125,65.15140136418616,62.162499999999994,,71.85,67.525,65.42500000000001,67.3125,67.775,67.175,76.9125,64.075,66.5375,68.35,64.1625,5.0,8.75,USD,USD per litre (converted from GBP),1.25
2515.0,66.2375,75.42500000000001,77.64999999999999,73.2625,71.3875,69.55,72.55,65.4125,73.27499999999999,72.8375,71.3375,74.35,73.7875,69.1625,65.98681171058632,66.05000000000001,,73.25,68.15,69.6125,70.175,70.1,70.1875,75.0375,67.8,68.32499999999999,66.175,67.7875,2.5,2.5,USD,USD per litre (converted from GBP),1.25
2515.0,68.025,76.65,80.775,74.15,74.1875,74.3,75.5625,63.962500000000006,76.65,75.3,73.9875,76.7375,77.05,72.05,67.72642230781436,69.21249999999999,,77.95,72.1375,73.2,74.7875,73.6125,73.1875,76.9625,72.15,69.075,70.4125,71.5125,2.5,2.5,USD,USD per litre (converted from GBP),1.25
2515.0,73.5625,78.1125,85.525,77.0,77.9375,79.4375,79.875,69.53750000000001,82.5,80.5875,78.875,80.95,81.85000000000001,78.15,70.97121552356592,73.91250000000001,,81.64999999999999,75.46249999999999,77.6,76.95,76.475,75.375,79.6625,75.6,71.625,74.1125,76.0,2.5,2.5,USD,USD per litre (converted from GBP),1.25
2515.0,76.7375,84.7,86.2375,80.4125,80.3,82.44999999999999,85.325,71.2875,85.35,83.9,81.375,84.625,84.3875,78.425,75.20669192294727,76.39999999999999,,85.7,76.98750000000001,80.525,79.6875,82.575,78.8,83.32499999999999,76.25,70.025,76.3375,80.075,2.5,3.75,USD,USD per litre (converted from GBP),1.25
2515.0,68.5125,79.025,75.85,73.725,70.9875,71.275,74.675,74.4625,77.25,74.57499999999999,73.925,75.78750000000001,74.26249999999999,69.475,70.97542187499998,66.575,,78.9875,71.98750000000001,70.975,74.2,73.5125,75.55,80.175,71.5125,69.375,74.48750000000001,74.53750000000001,3.75,7.5,USD,USD per litre (converted from GBP),1.25
2515.0,65.16250000000001,74.4125,73.825,71.25,66.375,69.52499999999999,69.7375,76.3375,73.2,70.25,70.5,72.2625,70.2125,67.30000000000001,64.68220416666668,65.0625,,73.0,68.4,67.97500000000001,72.225,69.2875,70.575,80.7875,71.4375,67.2625,71.85,67.69999999999999,1.25,1.25,USD,USD per litre (converted from GBP),1.25
2515.0,65.46249999999999,73.725,75.14999999999999,71.175,67.1125,70.625,69.7875,71.7375,71.41250000000001,70.875,70.42500000000001,71.275,71.2,69.925,64.10911875,65.575,,69.1625,65.85,66.075,69.65,66.975,68.3375,73.63749999999999,67.8375,63.6,67.475,64.48750000000001,1.25,2.5,USD,USD per litre (converted from GBP),1.25
2515.0,68.9625,76.8875,80.875,73.4875,71.3375,76.3125,74.65,71.9,76.0,76.8375,73.8,75.9875,76.98750000000001,76.71249999999999,67.28586458333334,70.65,,77.38749999999999,69.5875,70.65,75.14999999999999,72.9375,73.7625,74.55,70.65,68.3375,70.0,70.7,1.25,1.25,USD,USD per litre (converted from GBP),1.25
2515.0,76.41250000000001,81.8125,81.92500000000001,80.60000000000001,75.25,78.4125,80.625,73.8,83.05,81.325,80.4125,81.85000000000001,78.4875,76.5625,72.48837916666666,75.6625,,82.72500000000001,79.25,77.475,81.9125,80.73750000000001,79.5125,84.3,76.125,75.46249999999999,77.3125,78.3625,1.25,1.25,USD,USD per litre (converted from GBP),1.25
